Caminho Original,É da Rádio?,Programa Identificado,Destino Proposto
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B2_TJRN_VARA_ASSU_INTERINO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B3_TJRN_NOVA_VERSAO_PJE.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B4_TJRN_DEFINE_SULAMITA_MEMBRO_TRE_RN.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B1_TJRN_MANTEM_NEGATIVA_CADASTRO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B7_TJRN_PLATAFORMA_PAGAMENTOS_BLOQUEIA_VALORES.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B6_TJRN_COOPERACAO_TECNICA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B8_TJRN_MUNICIPIO_GARANTIR_CONSULTAS_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B10_TRTRN_SEMANA_MEIO_AMBIENTE_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B8_TJRN_MUNICIPIO_GARANTIR_CONSULTAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B9_TJRN_PLATAFORMA_APOSTA_CONDENADA_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B6_ESMARN_INSCRICOES_PLANILHAS_ELETRONICAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B9_TJRN_PLATAFORMA_APOSTA_CONDENADA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\B7- TJRN PLATAFORMA PAGAMENTOS BLOQUEIA VALORES.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\B3- TJRN NOVA VERSÃO PJE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\B2- TJRN VARA ASSÚ INTERINO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\B9- TJRN PLATAFORMA APOSTA CONDENADA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\B10- TRT RN SEMANA MEIO AMBIENTE .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\B6 - ESMARN INSCRIÇÕES PLANILHAS ELETRÔNICAS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\B5- TJRN PROJETO PRÊMIO INNOVARE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\B8- TJRN MUNICÍPIO GARANTIR CONSULTAS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\B1- TJRN MANTÉM NEGATIVA CADASTRO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\B4- TJRN DEFINE SULAMITA MEMBRO TRE-RN.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\BOLETIM_RADIO_TJRN_20_05_2026_B6_CONDENACAO_VENDEDOR_CARRO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\BOLETIM_RADIO_TJRN_20_05_2026_B7_MPRN_MEDIDAS_PRESERVACAO_PATRIMONIO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\BOLETIM_RADIO_TJRN_20_05_2026_B8_MPRN_VISITAS_MATERNIDADES.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\BOLETIM_RADIO_TJRN_20_05_2026_B9_TRTRN_SEMANA_NACIONAL_CONCILIACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\BOLETIM_RADIO_TJRN_20_05_2026_B10_ESMARN_CAPACITACAO_GESTAO_RISCO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\BOLETIM_RADIO_TJRN_20_05_2026_B2_INDENIZACAO_GELADEIRA_DEFEITUOSA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\BOLETIM_RADIO_TJRN_20_05_2026_B3_MEDICAMENTO_DOMICILIAR_PLANO_SAUDE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\BOLETIM_RADIO_TJRN_20_05_2026_B1_ABERTURA_SEMANA_ESTADUAL_ADOCAO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\BOLETIM_RADIO_TJRN_20_05_2026_B4_COMERCIO_ILEGAL_ARMAS_JULGAMENTO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\BOLETIM_RADIO_TJRN_20_05_2026_B5_RESPONSAVEL_INTERINO_SAO_BENTO_NORTE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\20 05\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\B9- TJRN ÁREAS DE GESTÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\B10- MPRN FISCALIZAÇÃO CAPS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B4_TJRN_COMISSAO_SOLUCOES_FUNDIARIAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B2_TJRN_SESSAO_HIBRIDA_CAMARA_CRIMINAL_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B6_TJRN_MAGISTRADOS_FONAJE_TRANSNACIONAL_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B5_TJRN_RESULTADO_RECURSOS_HETEROIDENTIFICACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B7_OABRN_ALERTA_USO_INDEVIDO_ENTIDADE.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B3_TJRN_PRORROGA_VALIDADE_CONCURSO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B5_TJRN_RESULTADO_RECURSOS_HETEROIDENTIFICACAO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B8_TJRN_EVENTO_CHATJURIS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B1_TJRN_ALMINO_AFONSO_SELECAO_TABELIAO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B6_TJRN_MAGISTRADOS_FONAJE_TRANSNACIONAL_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B8_TJRN_EVENTO_CHATJURIS.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B4_TJRN_COMISSAO_SOLUCOES_FUNDIARIAS_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B1_TJRN_ALMINO_AFONSO_SELECAO_TABELIAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B7_OABRN_ALERTA_USO_INDEVIDO_ENTIDADE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B3_TJRN_PRORROGA_VALIDADE_CONCURSO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\BOLETIM_RADIO_TJRN_29_05_2026_B2_TJRN_SESSAO_HIBRIDA_CAMARA_CRIMINAL_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\B4- TJRN COMISSÃO SOLUÇÕES FUNDIÁRIAS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\29 MAIO B1-B10.mp3,SIM,DESCONHECIDO,H:\Meu Drive\02_PRODUCAO/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\B5- TJRN RESULTADO RECURSOS HETEROIDENTIFICAÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\B7- OAB RN ALERTA USO INDEVIDO ENTIDADE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\B1- TJRN ALMINO AFONSO SELEÇÃO TABELIÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\B6- TJRN MAGISTRADOS FONAJE TRANSNACIONAL .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\B8- TJRN EVENTO CHATJURIS.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\B2- TJRN SESSÃO HÍBRIDA CAMARA CRIMINAL .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\B3- TJRN PRORROGA VALIDADE CONCURSO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05 - SEX\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\BOLETIM_RADIO_TJRN_26_05_2026_B8_ESMARN_INSCRICOES_CURSO_COMPLIANCE_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\BOLETIM_RADIO_TJRN_26_05_2026_B7_TJRN_PLANO_SAUDE_INDENIZA_GESTANTE_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\BOLETIM_RADIO_TJRN_26_05_2026_B2_TJRN_EMPRESAS_RESPONSABILIZADAS_CARGA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\BOLETIM_RADIO_TJRN_26_05_2026_B9_OABRN_PANFLETAGEM_FALSO_ADVOGADO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\BOLETIM_RADIO_TJRN_26_05_2026_B6_TJRN_PODCAST_IA_CIBERSEGURANCA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\BOLETIM_RADIO_TJRN_26_05_2026_B4_TJRN_VARA_FAMILIA_SELECAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\BOLETIM_RADIO_TJRN_26_05_2026_B10_DPERN_REGULAMENTACAO_CANNABIS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\BOLETIM_RADIO_TJRN_26_05_2026_B5_TJRN_CURSO_ADOCAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\BOLETIM_RADIO_TJRN_26_05_2026_B1_TJRN_ENCERRAMENTO_SEMANA_ADOCAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\BOLETIM_RADIO_TJRN_26_05_2026_B3_TJRN_CONSUMIDORA_VENCE_ACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\BOLETIM_RADIO_TJRN_27_05_2026_B2_TJRN_ESTADO_CONDENADO_OPERACAO_POLICIAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\BOLETIM_RADIO_TJRN_27_05_2026_B9_TJRN_HOMEM_CONDENADO_PORTE_ILEGAL_ARMA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\BOLETIM_RADIO_TJRN_27_05_2026_B1_TJRN_ESTADO_FORNECER_APARELHO_IDOSA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\BOLETIM_RADIO_TJRN_27_05_2026_B3_TJRN_TRIBUNAIS_PLANOS_ACAO_JUNHO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\BOLETIM_RADIO_TJRN_27_05_2026_B4_TJRN_ACESSIBILIDADE_DIGITAL_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\BOLETIM_RADIO_TJRN_27_05_2026_B8_TJRN_BANCO_COMPROVA_USO_CARTAO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\BOLETIM_RADIO_TJRN_27_05_2026_B7_TJRN_CONSUMIDORA_INDENIZADA_CANCELAMENTO_VOO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\BOLETIM_RADIO_TJRN_27_05_2026_B10_MPRN_CONDENACAO_BANCO_COBRANCA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\BOLETIM_RADIO_TJRN_27_05_2026_B5_TJRN_LEILAO_85_IMOVEIS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\BOLETIM_RADIO_TJRN_27_05_2026_B6_TJRN_CORREGEDORIA_APRIMORAMENTO_FUNDIARIA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\BOLETIM_RADIO_TJRN_29_05_2026_B6_TJRN_MAGISTRADOS_FONAJE_TRANSNACIONAL_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\BOLETIM_RADIO_TJRN_29_05_2026_B4_TJRN_COMISSAO_SOLUCOES_FUNDIARIAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\BOLETIM_RADIO_TJRN_29_05_2026_B8_TJRN_EVENTO_CHATJURIS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\BOLETIM_RADIO_TJRN_29_05_2026_B2_TJRN_SESSAO_HIBRIDA_CAMARA_CRIMINAL_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\BOLETIM_RADIO_TJRN_29_05_2026_B3_TJRN_PRORROGA_VALIDADE_CONCURSO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\BOLETIM_RADIO_TJRN_29_05_2026_B7_OABRN_ALERTA_USO_INDEVIDO_ENTIDADE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\BOLETIM_RADIO_TJRN_29_05_2026_B5_TJRN_RESULTADO_RECURSOS_HETEROIDENTIFICACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\BOLETIM_RADIO_TJRN_29_05_2026_B1_TJRN_ALMINO_AFONSO_SELECAO_TABELIAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\BOLETIM_RADIO_TJRN_29_05_2026_B10_MPRN_FISCALIZACAO_CAPS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\BOLETIM_RADIO_TJRN_29_05_2026_B9_TJRN_AREAS_DE_GESTAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\29 05\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\BOLETIM_RADIO_TJRN_28_05_2026_B3_TJRN_NOVA_VERSAO_PJE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\BOLETIM_RADIO_TJRN_28_05_2026_B7_TJRN_PLATAFORMA_PAGAMENTOS_BLOQUEIA_VALORES.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\BOLETIM_RADIO_TJRN_28_05_2026_B9_TJRN_PLATAFORMA_APOSTA_CONDENADA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\BOLETIM_RADIO_TJRN_28_05_2026_B4_TJRN_DEFINE_SULAMITA_MEMBRO_TRE_RN.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\BOLETIM_RADIO_TJRN_28_05_2026_B6_ESMARN_INSCRICOES_PLANILHAS_ELETRONICAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\BOLETIM_RADIO_TJRN_28_05_2026_B5_TJRN_PROJETO_PREMIO_INNOVARE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\BOLETIM_RADIO_TJRN_28_05_2026_B8_TJRN_MUNICIPIO_GARANTIR_CONSULTAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\BOLETIM_RADIO_TJRN_28_05_2026_B10_TRTRN_SEMANA_MEIO_AMBIENTE_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\BOLETIM_RADIO_TJRN_28_05_2026_B1_TJRN_MANTEM_NEGATIVA_CADASTRO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\BOLETIM_RADIO_TJRN_28_05_2026_B2_TJRN_VARA_ASSU_INTERINO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\30 05\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05\BOLETIM_RADIO_TJRN_25_05_2026_B8_TJRN_CURSO_ADOCAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05\BOLETIM_RADIO_TJRN_25_05_2026_B1_SEMANA_ADOCAO_ASSEMBLEIA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05\BOLETIM_RADIO_TJRN_25_05_2026_B6_ESTAGIO_DIREITO_MOSSORO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05\BOLETIM_RADIO_TJRN_25_05_2026_B10_DPERN_GARANTE_LIMITE_COPARTICIPACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05\BOLETIM_RADIO_TJRN_25_05_2026_B2_CONDENACAO_MARCENEIRO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05\BOLETIM_RADIO_TJRN_25_05_2026_B9_TRTRN_EMPRESA_PAGARA_INDENIZACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
